Working_Year,Designation,Experience,Employment_Status,Employee_Location,Company_Size,Remote_Working_Ratio,Salary_USD
2022,Data Analyst,Mid,FT,US,M,100,128903.0
2022,Data Analyst,Mid,FT,US,M,100,47742.0
2022,Data Scientist,Senior,FT,US,M,100,210063.0
2022,Data Scientist,Senior,FT,US,M,100,133677.0
2022,Data Scientist,Mid,FT,GB,M,0,174952.0
2022,Data Scientist,Mid,FT,GB,M,0,87476.0
2022,Data Scientist,Senior,FT,US,M,100,176740.0
2022,Machine Learning Engineer,Senior,FT,US,M,100,210063.0
2022,Data Scientist,Mid,FT,US,M,100,190967.0
2022,Data Scientist,Mid,FT,US,M,100,114580.0
2022,Machine Learning Engineer,Senior,FT,AE,S,100,114580.0
2022,Machine Learning Engineer,Senior,FT,AE,S,100,62064.0
2022,Data Engineer,Executive,FT,US,M,100,309366.0
2022,Data Engineer,Executive,FT,US,M,100,206244.0
2022,Data Engineer,Senior,FT,US,M,100,200515.0
2022,Machine Learning Engineer,Senior,FT,US,M,100,114580.0
2022,Data Scientist,Senior,FT,US,M,100,219612.0
2022,Data Scientist,Entry,PT,DZ,M,50,95483.0
2022,Data Scientist,Mid,FL,CA,M,100,95483.0
2022,Applied Machine Learning Scientist,Entry,CT,TN,M,100,30435.0
2022,Head of Data,Senior,FT,MY,M,100,190967.0
2022,Principal Data Analyst,Mid,FT,CA,S,100,71613.0
2022,Data Scientist,Mid,FT,PL,L,100,33983.0
2022,Machine Learning Developer,Senior,FT,CA,M,100,75232.0
2022,Data Scientist,Senior,FT,BR,M,100,95483.0
2022,Machine Learning Scientist,Mid,FT,US,M,50,146090.0
2022,Data Engineer,Entry,FT,PK,M,100,55414.0
2022,Data Scientist,Senior,FT,US,M,100,157548.0
2022,Research Scientist,Senior,FT,FR,L,50,89207.0
2022,Data Scientist,Entry,FT,CA,L,100,50029.0
2022,Machine Learning Engineer,Senior,FT,NL,L,100,59821.0
2022,Head of Data,Mid,FT,EE,S,100,31485.0
2022,Data Scientist,Entry,FT,JP,L,100,38193.0
2022,Machine Learning Engineer,Mid,FT,AU,L,100,83476.0
2022,Data Engineer,Senior,FT,US,M,100,109806.0
2022,Data Scientist,Entry,FT,AU,M,50,82787.0
2022,Applied Machine Learning Scientist,Mid,FT,BO,L,100,71613.0
2022,Research Scientist,Mid,FT,AT,L,0,61920.0
2022,Research Scientist,Entry,FT,US,L,100,114580.0
2022,Applied Data Scientist,Mid,FT,US,L,100,149909.0
2022,Computer Vision Software Engineer,Entry,FT,AU,S,100,143225.0
2022,Business Data Analyst,Mid,FT,CA,L,50,67709.0
2022,Data Engineer,Entry,FT,US,S,100,62064.0
2022,Machine Learning Engineer,Senior,FT,IE,S,100,68217.0
2022,Data Analytics Engineer,Entry,FT,PK,M,0,19097.0
2022,Data Scientist,Mid,FT,RU,S,100,45832.0
2022,Data Science Manager,Senior,FT,US,M,100,145612.0
2022,Data Engineer,Mid,FT,FR,M,100,65069.0
2022,Data Scientist,Mid,FT,CH,L,0,116820.0
2022,Applied Data Scientist,Senior,FT,US,L,100,362837.0
2022,Data Scientist,Mid,FT,CA,M,100,66204.0
2022,Computer Vision Engineer,Entry,FT,PT,M,100,9548.0
2022,Data Analyst,Mid,FT,GR,S,100,19097.0
2022,Data Analytics Lead,Senior,FT,US,L,100,386708.0
2022,Data Scientist,Mid,FT,US,L,100,128903.0
2022,Applied Data Scientist,Senior,FT,US,L,100,169006.0
2022,Data Scientist,Mid,FT,US,M,100,74477.0
2022,Data Analyst,Senior,FT,US,M,100,128903.0
2022,Data Analyst,Senior,FT,US,M,100,95483.0
2022,Data Analyst,Senior,FT,US,M,100,86241.0
2022,Data Analyst,Mid,FT,CA,M,0,81161.0
2022,Data Analyst,Mid,FT,CA,M,0,71613.0
2022,Machine Learning Engineer,Senior,FT,US,M,100,204334.0
2022,Machine Learning Engineer,Senior,FT,US,M,100,183901.0
2022,Data Architect,Senior,FT,US,M,100,254368.0
2022,Data Architect,Senior,FT,US,M,100,203494.0
2022,Data Analyst,Senior,FT,US,M,100,107801.0
2022,Data Engineer,Senior,FT,US,M,100,147999.0
2022,Data Scientist,Mid,FT,US,M,0,134918.0
2022,Data Scientist,Mid,FT,US,M,0,97489.0
2022,Data Analyst,Senior,FT,US,M,100,110698.0
2022,Data Analyst,Senior,FT,US,M,100,77977.0
2022,Data Engineer,Mid,FT,US,M,0,197363.0
2022,Data Engineer,Mid,FT,US,M,0,94624.0
2022,Data Engineer,Senior,FT,US,M,100,124128.0
2022,Data Engineer,Senior,FT,US,M,100,109806.0
2022,Data Engineer,Senior,FT,US,M,100,105509.0
2022,Data Engineer,Senior,FT,US,M,100,124128.0
2022,Data Analyst,Senior,FT,US,M,100,94576.0
2022,Data Engineer,Senior,FT,US,M,100,152773.0
2022,Data Scientist,Senior,FT,US,L,0,196027.0
2022,Data Scientist,Senior,FT,US,L,0,134059.0
2022,Data Scientist,Senior,FT,US,M,100,168051.0
2022,Data Scientist,Senior,FT,US,M,100,137496.0
2022,Data Engineer,Senior,FT,US,M,100,191062.0
2022,Data Engineer,Senior,FT,US,M,100,152773.0
2022,Data Engineer,Senior,FT,US,M,100,138451.0
2022,Data Engineer,Senior,FT,US,M,0,67316.0
2022,Data Scientist,Senior,FT,US,M,0,196027.0
2022,Data Scientist,Senior,FT,US,M,0,134059.0
2022,Analytics Engineer,Senior,FT,US,M,0,196027.0
2022,Analytics Engineer,Senior,FT,US,M,0,176358.0
2022,Data Engineer,Senior,FT,US,M,100,167191.0
2022,Data Engineer,Senior,FT,US,M,100,133915.0
2022,Data Analyst,Senior,FT,US,M,100,110904.0
2022,Data Engineer,Senior,FT,US,M,0,51561.0
2022,Data Analyst,Senior,FT,US,M,100,162322.0
2022,Data Analyst,Mid,FT,GB,M,0,62482.0
2022,Data Analyst,Senior,FT,US,M,100,76387.0
2022,Data Scientist,Senior,FT,US,M,100,133677.0
2022,Data Scientist,Senior,FT,US,M,100,200515.0
2022,Data Scientist,Senior,FT,US,M,100,133677.0
2022,Data Analyst,Senior,FT,US,M,100,95483.0
2022,Data Analyst,Senior,FT,US,M,100,65884.0
2022,Data Scientist,Senior,FT,US,M,100,200515.0
2022,Data Scientist,Senior,FT,US,M,100,133677.0
2022,Data Scientist,Senior,FT,US,M,100,200515.0
2022,Data Analyst,Senior,FT,US,M,100,143297.0
2022,Data Engineer,Senior,FT,US,M,100,95483.0
2022,Data Engineer,Senior,FT,US,M,100,23871.0
2022,Data Analyst,Senior,FT,US,M,100,120787.0
2022,Data Analyst,Senior,FT,US,M,100,101461.0
2022,Data Engineer,Senior,FT,US,M,100,210169.0
2022,Data Engineer,Senior,FT,US,M,100,152850.0
2022,Data Analyst,Senior,FT,US,M,100,100258.0
2022,Data Analyst,Senior,FT,US,M,100,105915.0
2022,Data Analyst,Mid,FT,GB,M,0,43738.0
2022,Data Scientist,Senior,FT,US,M,100,133677.0
2022,Data Analyst,Senior,FT,US,M,0,94529.0
2022,Data Analyst,Senior,FT,US,M,100,57290.0
2022,Data Architect,Senior,FT,US,M,100,183867.0
2022,Data Architect,Senior,FT,US,M,100,138312.0
2022,Data Scientist,Senior,FT,US,M,100,219612.0
2022,Data Scientist,Senior,FT,US,M,100,143225.0
2022,Data Analytics Manager,Senior,FT,US,M,100,143473.0
2022,Data Analytics Manager,Senior,FT,US,M,100,104344.0
2022,Data Scientist,Senior,FT,US,M,100,200515.0
2022,Data Analyst,Senior,FT,US,M,100,162322.0
2022,Data Scientist,Mid,FT,US,M,100,152773.0
2022,Data Scientist,Mid,FT,US,M,100,124128.0
2022,Data Analyst,Entry,FT,CA,M,0,63974.0
2022,Data Analyst,Entry,FT,CA,M,0,49651.0
2022,Data Engineer,Senior,FT,US,M,100,147044.0
2022,Data Engineer,Senior,FT,US,M,100,120309.0
2022,Data Analyst,Senior,FT,US,M,0,123174.0
2022,Data Analyst,Senior,FT,US,M,100,143225.0
2022,AI Scientist,Mid,FT,IN,L,100,190967.0
